date_dt,city_code,district_code,dwell,flow_in,flow_out
20170523,0ae011769ad316b0bb0aec3297f89b81,241acd9d5e7baa7704a06c2b35e574ee,2.784,137.46,137.308
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,f2ffabfdcd711ac1050fbfceb12b3f17,1.396,67.244,67.576
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,3928980c57533a0ebd024770080da11b,1.716,72.348,72.86
20170523,8c1aea0122f82f9f2cd312a90e970f67,633b8484b4eb7df9b4a4f27f18f83a49,0.696,36.764,36.588
20170523,fc69f34eb64da220cc406f2eff37b7fc,cfb3ce0e5993d6963c256a3347a60968,1.42,56.936,57.468
20170523,405554280de489942b8381ade6c66383,411b456fded5539cbdab83befcc7be4e,1.544,71.344,71.916
20170523,95c6f8337845d400bfbfd55744282d36,e3c9abc634077dedbbd7bbda523c6fbe,3.648,166.612,167.2
20170523,0ae011769ad316b0bb0aec3297f89b81,e629705e3149783ac0bade7ade4426de,4.704,250.924,249.8
20170523,fc69f34eb64da220cc406f2eff37b7fc,851a07b6806c2145b0cd355a16fd87aa,0.42,13.796,14.036
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,5dcb8e1bc65a7b9368ca139541f0b31f,5.876,184.78,185.472
20170523,0ae011769ad316b0bb0aec3297f89b81,3d42044e92d72f3fc79bd21707dda48d,1.768,73.88,74.128
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,4ecc05b0b103ac20059ad1335e0705c4,7.152,387.64,388.488
20170523,0ae011769ad316b0bb0aec3297f89b81,ebbaeccadf208ca2f2ceb2d98b1ab549,1.628,79.0,79.104
20170523,7fa83705d62bf66da7fe18cb44257d7f,68f32e80348a1a12951df45b13dba619,11.512,548.036,550.044
20170523,8c1aea0122f82f9f2cd312a90e970f67,e601418b84b77286928e15537b61df6a,1.328,69.988,70.268
20170523,95c6f8337845d400bfbfd55744282d36,16e591d1ac432c66ba2ed2bd91be9bba,1.56,77.74,78.024
20170523,95c6f8337845d400bfbfd55744282d36,43f2e9e23f2157e3b8e4ebd0d0bda570,1.18,55.208,55.384
20170523,8bae54c9c7edfa7bb84b21afba062ccc,b6b1c39d95575f3efbb2301c53f3df9e,1.704,62.904,62.952
20170523,405554280de489942b8381ade6c66383,689b66e4036ebd1034d8cafb0e17350b,1.52,62.92,63.636
20170523,405554280de489942b8381ade6c66383,2d7c97f86cbbfd9eb67da7cc989d8325,7.884,434.068,432.964
20170523,7fa83705d62bf66da7fe18cb44257d7f,569951d560d13470efc7165df99ac662,11.396,520.028,516.956
20170523,8c1aea0122f82f9f2cd312a90e970f67,7d0f648c41bee96ab1a7f2df7d84904c,3.688,168.724,167.484
20170523,0ae011769ad316b0bb0aec3297f89b81,7f1695b8806b0bbf41602b3baad86953,0.688,30.124,30.368
20170523,b3c8b069178a302d4c82a2b8a6e933ad,8559d346a45588cdf091fb923e4a574d,27.66,1042.224,1041.84
20170523,fc69f34eb64da220cc406f2eff37b7fc,5999aae22f33d69f58a84f81bcaf42d7,0.228,10.484,10.756
20170523,8c1aea0122f82f9f2cd312a90e970f67,88c7df77ff3c9064fa812384269f4f01,1.84,88.74,88.932
20170523,fc69f34eb64da220cc406f2eff37b7fc,727b0d925a45ee3206a5921395dc8b2f,0.552,19.724,19.876
20170523,95c6f8337845d400bfbfd55744282d36,b942ee4f7ab3e1912ecb67c3d94a817c,1.644,77.48,77.068
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,efc66f48467d19f282ad9199366f7546,1.78,67.596,68.108
20170523,918ad085e92781fc8a0a626ba0954cf2,677ee63e14828bf2379ee33294e4c53f,0.96,34.472,34.616
20170523,405554280de489942b8381ade6c66383,8eb61cfd38c1443ec59f485ba919fda9,0.744,43.568,43.664
20170523,0ae011769ad316b0bb0aec3297f89b81,533910c656bdae01665e983ddf093191,2.712,118.436,118.868
20170523,88189ecd25139bf39248756732b672c6,d5a5aab5708ec74c333fdb26df5c4a2d,3.664,135.788,136.488
20170523,405554280de489942b8381ade6c66383,bebd7093d3f6d8eff0add2f9fae437ba,1.736,91.672,91.756
20170523,8c1aea0122f82f9f2cd312a90e970f67,3ccfe71515b82559e794bbdb741c71d2,1.372,59.684,59.748
20170523,b3c8b069178a302d4c82a2b8a6e933ad,ce561fa0bf20c9c4e660eac03fabf58f,8.752,348.94,353.036
20170523,7fa83705d62bf66da7fe18cb44257d7f,53e043cedff19f33421575b3afddd599,15.156,1000.136,996.772
20170523,fc69f34eb64da220cc406f2eff37b7fc,5e8dbd8799006146068c22d2a14f7ca7,0.816,35.0,34.932
20170523,95c6f8337845d400bfbfd55744282d36,b93b1d4f10c5d823667aa498a8a42d61,1.132,56.952,57.368
20170523,0ae011769ad316b0bb0aec3297f89b81,ce43671e2f14642ae700179f4974900f,1.216,53.852,54.4
20170523,8c1aea0122f82f9f2cd312a90e970f67,19b2e9a183bf90bfd9d066d67b993de1,1.136,49.72,49.988
20170523,1ac1ad6a1df647efde9facd8fec2b113,a29daab64f058b3320ea5c87c678d3e9,1.216,61.32,61.12
20170523,88189ecd25139bf39248756732b672c6,d70eec9db01d2ccb02616cccdb039367,5.008,230.952,230.616
20170523,95c6f8337845d400bfbfd55744282d36,e24d4e84146e672f89ce72ab7dc1dbf7,3.848,148.716,148.916
20170523,95c6f8337845d400bfbfd55744282d36,7261c9e98bb7b82bd1caff90d35f696f,1.696,70.516,70.572
20170523,405554280de489942b8381ade6c66383,91073b16eb66dc979feecf2d557c2e72,1.292,68.064,68.48
20170523,7e4f50b8b3af3ec0c9ad8223d14b9a61,04492833bfd5856f3caf26ab761b8f9c,2.18,114.08,114.772
20170523,8c1aea0122f82f9f2cd312a90e970f67,cac3ac32bd3aabd2285460035f62bdfd,0.892,42.024,42.272
20170523,405554280de489942b8381ade6c66383,13adc2e755b95610996c5be3ec6d0cd0,8.796,507.484,505.744
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,f14086632a735e50a4995b0933792892,2.448,100.424,100.612
20170523,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.332,104.692,104.784
20170523,88189ecd25139bf39248756732b672c6,f666153e71239182cb7255b66b4511ae,3.108,151.484,151.888
20170523,7e4f50b8b3af3ec0c9ad8223d14b9a61,7671d5cc0d9c8224e2ddbc209481908d,3.576,150.192,149.564
20170523,918ad085e92781fc8a0a626ba0954cf2,e084eeae7b64ab878a19295d107bf0b9,0.944,32.832,33.08
20170523,88189ecd25139bf39248756732b672c6,0c43816e5bb9aebe39c75eaea3d0fc21,1.396,53.664,53.944
20170523,405554280de489942b8381ade6c66383,083c16b54cf53bdb3c8f5c9768638b5a,1.228,53.24,54.024
20170523,95c6f8337845d400bfbfd55744282d36,e366ca039b4fd10219620679f2558947,2.232,108.128,107.944
20170523,95c6f8337845d400bfbfd55744282d36,50aef4d7b299ab2d2603c5fc0e2b221c,0.796,30.832,30.94
20170523,8bae54c9c7edfa7bb84b21afba062ccc,797540903df19d3ad2bfbe0eb3668540,0.624,27.212,27.22
20170523,8c1aea0122f82f9f2cd312a90e970f67,04076fd994169d704fc220617d392d1b,1.584,87.684,87.592
20170523,918ad085e92781fc8a0a626ba0954cf2,7ed41ee3a505d244fc8788809d4123b6,0.716,35.268,35.216
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,682e446c8bd676462f051855630533f6,1.352,61.852,61.92
20170523,405554280de489942b8381ade6c66383,502825a455fffc069b3ccb8bbd0a5fea,7.864,447.7,448.656
20170523,1ac1ad6a1df647efde9facd8fec2b113,8b17b0ecdd1d2616e01d7f2ec0778238,1.056,53.196,53.5
20170523,fc69f34eb64da220cc406f2eff37b7fc,804226f901a5ce1dba9f109b023cdee8,0.684,46.448,46.872
20170523,b3c8b069178a302d4c82a2b8a6e933ad,403e1c8991a1ff55d98436a7513bc2c6,1.832,72.516,75.232
20170523,8c1aea0122f82f9f2cd312a90e970f67,38109399e9d6d5eed3481312326795d5,0.428,19.564,19.512
20170523,405554280de489942b8381ade6c66383,3ec3337221e13e51158cec5dd02ba601,0.352,14.832,14.912
20170523,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.076,55.532,55.664
20170523,1ac1ad6a1df647efde9facd8fec2b113,db57aafe6479a18604de2152a47a2cad,1.644,71.728,72.12
20170523,7e4f50b8b3af3ec0c9ad8223d14b9a61,fe78ac219ef93590e2742e27f6d50f22,1.464,59.776,59.904
20170523,7fa83705d62bf66da7fe18cb44257d7f,3fbe58d62ffc2971b0ed4441d23a3c42,2.464,95.836,97.476
20170523,405554280de489942b8381ade6c66383,3f6ee79f8f1f82b12c94e9c6bf4378fa,1.22,51.852,51.856
20170523,b3c8b069178a302d4c82a2b8a6e933ad,ca93f3a2cc29c9a99a480eb0b0d2b732,22.836,890.372,892.364
20170523,fc69f34eb64da220cc406f2eff37b7fc,a31e7358e8dce4fb9ac20a3f28f0b411,2.472,125.364,124.916
20170523,8bae54c9c7edfa7bb84b21afba062ccc,ba8ee163d7942a412b7c7db2b22a5f38,1.684,73.468,73.22
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,5389e134503976b280cc324b66f38aad,3.78,278.688,278.088
20170523,b3c8b069178a302d4c82a2b8a6e933ad,5f5e648d22de4bc322a5d68b4c76091e,3.648,137.16,138.68
20170523,8bae54c9c7edfa7bb84b21afba062ccc,340d59f7f9ac150d9a9b466a24d95b48,0.832,42.824,43.0
20170523,8c1aea0122f82f9f2cd312a90e970f67,b77fee7be3b0ead954ee9c26aca0418f,0.816,38.616,38.656
20170523,0ae011769ad316b0bb0aec3297f89b81,61662c2542a64a7a3abe5ca2ea9beb4c,2.216,110.612,110.736
20170523,1ac1ad6a1df647efde9facd8fec2b113,c12f0abd65514135abf42d43b2085054,1.476,69.376,69.876
20170523,b3c8b069178a302d4c82a2b8a6e933ad,3c9fb8b11206059cd97929f279ba553e,36.432,1916.72,1913.488
20170523,88189ecd25139bf39248756732b672c6,2f18be4e7e57157fdda1823274848e85,4.196,214.816,214.856
20170523,95c6f8337845d400bfbfd55744282d36,bf92a213790d473c1df8f37f51cc9540,1.168,53.636,53.98
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,b81cf022fc295781809a73bd3d45b2f9,1.976,70.872,71.076
20170523,8bae54c9c7edfa7bb84b21afba062ccc,7fd683ff9a9d7bb73bac7f86b0a81f15,1.776,71.292,72.008
20170523,7fa83705d62bf66da7fe18cb44257d7f,774d40edc78cc750cda154bde289e2f3,5.028,174.028,175.66
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,32b373c56a06dbee11da154380176f88,1.356,56.904,56.828
20170523,405554280de489942b8381ade6c66383,bcf6011dc79a5253bdd0430729a82071,6.544,459.092,459.168
20170523,8bae54c9c7edfa7bb84b21afba062ccc,6c4a3141171644fd6ddc386a53185305,1.064,58.852,59.228
20170523,0ae011769ad316b0bb0aec3297f89b81,73883f5c9c6e26a7ac9f269607d9bc02,5.32,302.164,301.964
20170523,fc69f34eb64da220cc406f2eff37b7fc,98341743fc2ff0ce81b13897bb7bd196,0.316,14.192,14.232
20170523,8bae54c9c7edfa7bb84b21afba062ccc,4cdf32ea57493ea508c5b5fa9bb0c3a4,1.016,39.596,40.096
20170523,405554280de489942b8381ade6c66383,046865d29b26ffb532911b11b7c38bbe,1.736,75.012,75.512
20170523,b3c8b069178a302d4c82a2b8a6e933ad,b03a52adae6fac3e0173cfe921cc834f,45.512,2343.256,2332.124
20170523,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.116,154.884,155.844
20170523,1ac1ad6a1df647efde9facd8fec2b113,37cd15d10689be032bb9fbba259dd924,1.4,55.988,55.776
20170523,7fa83705d62bf66da7fe18cb44257d7f,f908f95df121bc6b565524b8d3f66dfe,14.928,917.14,916.456
20170523,7e4f50b8b3af3ec0c9ad8223d14b9a61,4e0879890c83de01d43d9ec558419370,1.092,48.92,49.54
20170523,405554280de489942b8381ade6c66383,ee63fe54456d68e4aef8c729bb986581,1.98,112.56,112.756
20170523,88189ecd25139bf39248756732b672c6,e253d54d713b71b5ac02eef62d52a6a1,3.784,150.628,151.296
20170523,405554280de489942b8381ade6c66383,e99e2d29f3755404a2bb0558a55800c9,10.316,543.788,541.232
20170523,b3c8b069178a302d4c82a2b8a6e933ad,26015bebd69c7280b2bdf87126d99884,2.072,82.592,85.06
20170523,b3c8b069178a302d4c82a2b8a6e933ad,4a2ac004176af4f9ac5823b0206134d7,2.344,96.748,98.94
20170523,b3c8b069178a302d4c82a2b8a6e933ad,f8e4b208421a4b25cf1acda4694deeb1,1.5,68.62,69.824
20170523,0ae011769ad316b0bb0aec3297f89b81,c0b9c94cea953ca4d0a4dbe877242f62,1.488,54.428,54.6
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,596321022e054f1eca5fcbe5059db05f,0.916,44.668,44.848
20170523,8bae54c9c7edfa7bb84b21afba062ccc,57d7fd53b1c340684f4e030bc6f2eb73,1.232,48.264,48.464
20170523,405554280de489942b8381ade6c66383,ded159048e18bb62ddf3c3a90a30bf14,0.796,32.484,32.528
20170523,8bae54c9c7edfa7bb84b21afba062ccc,e3ec54d322bb97795df4920d3a2d0ceb,4.868,247.712,246.408
20170523,0eaa5d2e2f5b1d9dbc70f5351ac96390,55cfe0f41142be8e3de202f2baa663e8,7.204,230.436,230.492
20170523,1ac1ad6a1df647efde9facd8fec2b113,148d1f8d7f973fb5c86f276760bf6aab,2.728,150.036,149.588
20170523,7fa83705d62bf66da7fe18cb44257d7f,b261f8a0fd11e5ec28d5689efc5fa488,12.716,772.016,772.108
20170523,918ad085e92781fc8a0a626ba0954cf2,93b2e1e8dcc81f3f2eb85d29caa4fb6e,0.484,19.208,19.296
20170523,b3c8b069178a302d4c82a2b8a6e933ad,4ab98a5ad252338e434ca30f2a3a5cdc,70.292,3155.164,3142.616
20170523,405554280de489942b8381ade6c66383,75b8379cb622d733619162ab2b65d957,0.712,31.104,31.008
20170523,405554280de489942b8381ade6c66383,a800377324c381d866ad1ed0295d773d,5.252,268.972,269.06
20170523,8bae54c9c7edfa7bb84b21afba062ccc,ce4eb7b87151d3d36233a1d04ac51016,4.296,212.988,212.672
20170523,0ae011769ad316b0bb0aec3297f89b81,b0233a782ed2ba05234081a25670ff5e,0.868,51.316,51.376
20170523,95c6f8337845d400bfbfd55744282d36,eef8e817eb8b07402be190d1b4f1622a,0.572,29.616,29.884
20170523,0ae011769ad316b0bb0aec3297f89b81,c383696d3b5d62198a8dc62df586ce65,0.812,25.8,26.028
20170523,0ae011769ad316b0bb0aec3297f89b81,a9fb5298d74aaa09739b7100d4015e05,0.888,46.012,46.272
20170523,fc69f34eb64da220cc406f2eff37b7fc,777d079b7a42595e6564c916c5a27074,2.064,110.02,109.908
20170523,405554280de489942b8381ade6c66383,293f89d038a731b4f29051bb8b292f32,1.248,55.58,56.032
20170523,7fa83705d62bf66da7fe18cb44257d7f,1ef529f277ea2c3b8cfe810a349c2218,16.928,815.992,816.056
20170523,fc69f34eb64da220cc406f2eff37b7fc,76251ac998b45b9a8b24e0d80463866d,1.056,33.512,33.432
20170523,fc69f34eb64da220cc406f2eff37b7fc,4b54cca9cdf9721e6e0dd043351e0911,0.624,36.652,36.344
20170523,405554280de489942b8381ade6c66383,764ec2c5e21312a6f39ffb49a79ce585,3.488,175.868,176.656
20170523,7fa83705d62bf66da7fe18cb44257d7f,ad60c0997faacc2ca4078e3453b08e81,8.028,558.176,557.044
20170523,b3c8b069178a302d4c82a2b8a6e933ad,a0764fdec1945046753fdad31b40849c,11.324,521.956,521.572
20170523,8bae54c9c7edfa7bb84b21afba062ccc,e0a85c47561e95b09451268705207d67,1.94,114.72,115.256
20170523,8c1aea0122f82f9f2cd312a90e970f67,a5dd93121eceb9e9b65b7c4a9472d76b,0.708,32.504,32.524
20170523,7fa83705d62bf66da7fe18cb44257d7f,32527bb1074dd269bb338d5f8a93f43e,12.316,535.204,534.42
20170524,0eaa5d2e2f5b1d9dbc70f5351ac96390,b8c2099bc5bb010d5363d1909c46070d,0.62,24.7,24.468
20170524,b3c8b069178a302d4c82a2b8a6e933ad,3c9fb8b11206059cd97929f279ba553e,41.536,2025.88,2020.976
20170524,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,0.884,48.344,48.24
20170524,8c1aea0122f82f9f2cd312a90e970f67,19b2e9a183bf90bfd9d066d67b993de1,0.728,39.116,39.056
20170524,0ae011769ad316b0bb0aec3297f89b81,5ad10b226326c35e654619a16ae49a10,1.88,81.788,81.692
20170524,0ae011769ad316b0bb0aec3297f89b81,c0b9c94cea953ca4d0a4dbe877242f62,1.256,45.044,44.868
20170524,8bae54c9c7edfa7bb84b21afba062ccc,23eac8fc7d691e99f5afb7e7d24ab4a0,1.188,62.56,62.44
20170524,1ac1ad6a1df647efde9facd8fec2b113,a29daab64f058b3320ea5c87c678d3e9,1.072,54.756,54.788
20170524,405554280de489942b8381ade6c66383,293f89d038a731b4f29051bb8b292f32,0.944,46.272,46.232
20170524,1ac1ad6a1df647efde9facd8fec2b113,f708549695399e9d29000ad3f79e0da4,1.152,68.532,68.316
20170524,95c6f8337845d400bfbfd55744282d36,c8315bd256bfd81f0d30036ab8e30872,2.86,158.728,158.052
20170524,1ac1ad6a1df647efde9facd8fec2b113,37cd15d10689be032bb9fbba259dd924,1.124,45.436,45.284
20170524,0ae011769ad316b0bb0aec3297f89b81,4b310c3fe3258155287025223ac00513,1.616,60.084,60.2
20170524,0ae011769ad316b0bb0aec3297f89b81,896dcbf8d22deb4f329eb667c56394c6,1.268,53.964,53.832
20170524,8bae54c9c7edfa7bb84b21afba062ccc,b6b1c39d95575f3efbb2301c53f3df9e,1.604,50.344,50.22
20170524,0eaa5d2e2f5b1d9dbc70f5351ac96390,3928980c57533a0ebd024770080da11b,1.176,56.088,55.768
20170524,88189ecd25139bf39248756732b672c6,59d21b5ecb7009dbc6e9a582f5d3940d,1.232,50.416,50.896
20170524,405554280de489942b8381ade6c66383,411b456fded5539cbdab83befcc7be4e,1.184,60.372,60.136
20170524,8c1aea0122f82f9f2cd312a90e970f67,a5dd93121eceb9e9b65b7c4a9472d76b,0.536,26.288,26.352
20170524,7fa83705d62bf66da7fe18cb44257d7f,53e043cedff19f33421575b3afddd599,17.148,1072.276,1071.044
20170524,b3c8b069178a302d4c82a2b8a6e933ad,a0764fdec1945046753fdad31b40849c,12.064,531.14,531.192
20170524,b3c8b069178a302d4c82a2b8a6e933ad,1474a5bb5de6faa1d8d6f7d722060593,21.268,1505.724,1505.756
20170524,8bae54c9c7edfa7bb84b21afba062ccc,6c4a3141171644fd6ddc386a53185305,0.9,50.712,50.72
20170524,405554280de489942b8381ade6c66383,491c79cf88d527118a7e74f9a868fcce,0.988,48.82,48.792
20170524,918ad085e92781fc8a0a626ba0954cf2,899dcded1ba2bc55a756b4cf9877be3c,1.472,71.652,72.184
20170524,b3c8b069178a302d4c82a2b8a6e933ad,e37efe83a688ba7c989582f1bdebe286,13.18,575.348,573.648
